WOJEWÓDZTWO,TYP,NAZWA URZĘDU,KOD,MIASTO,ULICA,NR BUDYNKU / LOKALU,POCZTA,NR TELEFONU   wraz z nr kierunkowym,NR FAXU,ADRES E-MAIL URZĘDU,kod jednostki,ADRESY STRON BIP JEDNOSTEK KAS
świętokrzyskie,US,Urząd Skarbowy w Opatowie,27-500,Opatów,Jana Kilińskiego ,9,Opatów,(15) 868-50-24,(15) 868-50-25,us.opatow@mf.gov.pl ,2607,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-opatowie
świętokrzyskie,US,Urząd Skarbowy w Ostrowcu Świętokrzyskim,27-400,Ostrowiec Świętokrzyski,Polna ,11,Ostrowiec Świętokrzyski,(41) 266-06-14,(41) 266-06-55,us.ostrowiec-swietokrzyski@mf.gov.pl ,2608,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-ostrowcu-swietokrzyskim
świętokrzyskie,US,Urząd Skarbowy w Pińczowie,28-400,Pińczów,Grodziskowa ,1,Pińczów,(41) 357-33-36,(41) 357-53-77,us.pinczow@mf.gov.pl ,2609,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-pinczowie
świętokrzyskie,US,Urząd Skarbowy w Sandomierzu,27-600,Sandomierz,Żydowska ,1,Sandomierz,(15) 833-18-00,(15) 833-18-02,us.sandomierz@mf.gov.pl ,2610,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-sandomierzu
świętokrzyskie,US,Urząd Skarbowy w Skarżysku-Kamiennej,26-110,Skarżysko-Kamienna,1 Maja ,56,Skarżysko-Kamienna,(41) 251-66-30,(41) 251-71-20,us.skarzysko-kamienna@mf.gov.pl ,2611,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-skarzysku-kamiennej
świętokrzyskie,US,Urząd Skarbowy w Starachowicach,27-200,Starachowice,Składowa,33,Starachowice,(41) 276-21-00,(41) 276-21-29,us.starachowice@mf.gov.pl ,2612,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-starachowicach
świętokrzyskie,US,Urząd Skarbowy w Staszowie,28-200,Staszów,Oględowska,12,Staszów,(15) 864-67-00,(15) 864-30-79,us.staszow@mf.gov.pl ,2613,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-staszowie
świętokrzyskie,US,Urząd Skarbowy w Kazimierzy Wielkiej,28-500,Kazimierza Wielka,Tadeusza Kościuszki ,16,Kazimierza Wielka,(41) 350-11-30,(41) 350-11-40,us.kazimierza-wielka@mf.gov.pl ,2614,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-w-kazimierzy-wielkiej
świętokrzyskie,US,Urząd Skarbowy we Włoszczowie,29-100,Włoszczowa,Wiśniowa,10,Włoszczowa,(41) 394-10-62,(41) 394-43-00,us.wloszczowa@mf.gov.pl,2615,www.swietokrzyskie.kas.gov.pl/urzad-skarbowy-we-wloszczowie
świętokrzyskie,WUS,Świętokrzyski Urząd Skarbowy w Kielcach,25-647,Kielce,Częstochowska ,20,Kielce,(41) 364-75-07,(41) 364-75-50,swietokrzyski.us@mf.gov.pl ,2671,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-skarbowy-w-kielcach
świętokrzyskie,UCS,Świętokrzyski Urząd Celno-Skarbowy w Kielcach,25-363,Kielce,Wesoła ,56,Kielce,41 364 28 10,41 364-28-47,swietokrzyski.ucs@mf.gov.pl,348000,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
świętokrzyskie,DUCS,Delegatura UCS w Kielcach,25-116,Kielce,Ściegiennego,264 D,Kielce,41 348 99 30,41 348 99 50,ducs.kielce@mf.gov.pl ,341000,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
świętokrzyskie,OC,Oddział Celny w Kielcach,25-116,Kielce,Ściegiennego,264 D,Kielce,(41) 348-99-15,(41) 362 03 64,ockielce.sekretariat@mf.gov.pl ,341010,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
świętokrzyskie,OC,Oddział Celny w Starachowicach,27-200,Starachowice,Radomska,53,Starachowice,41 274-90-80,41 278-88-79,ocstarachowice.sekretariat@mf.gov.pl,341020,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
świętokrzyskie,OC,Oddział Celny w Sandomierzu,27-600,Sandomierz,Przemysłowa,7,Sandomierz,15 832-60-50,15 832-78-61,ocsandomierz.sekretariat@mf.gov.pl,341030,www.swietokrzyskie.kas.gov.pl/swietokrzyski-urzad-celno-skarbowy-w-kielcach
warmińsko-mazurskie,IAS,Izba Administracji Skarbowej w Olsztynie,10-950,Olsztyn,Al. Marszałka Józefa Piłsudskiego,59A,Olsztyn,"(89) 534-49-44,","(89) 534-32-20, (89) 539-97-33",ias.olsztyn@mf.gov.pl,2801,www.warminsko-mazurskie.kas.gov.pl
warmińsko-mazurskie,US,Urząd Skarbowy w Bartoszycach,11-200 ,Bartoszyce,Boh. Warszawy,5,Bartoszyce,(89) 762-79-30,(89) 762-54-10,us.bartoszyce@mf.gov.pl,2802,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-bartoszycach
warmińsko-mazurskie,US,Urząd Skarbowy w Braniewie,14-500,Braniewo,Jana Matejki,6,Braniewo,(55) 243-95-00,(55) 243-95-30,us.braniewo@mf.gov.pl,2803,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-braniewie
warmińsko-mazurskie,US,Urząd Skarbowy w Działdowie,13-200,Działdowo,Marii Skłodowskiej-Curie,35A,Działdowo,"(23) 697-30-97, (23) 697-31-43",(23) 696-01-86,us.dzialdowo@mf.gov.pl,2804,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-dzialdowie
warmińsko-mazurskie,US,Urząd Skarbowy w Elblągu,82-300,Elbląg,Adama Mickiewicza,43,Elbląg,(55) 611-56-00,(55) 611-57-43,us.elblag@mf.gov.pl,2805,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elblagu
warmińsko-mazurskie,US,Urząd Skarbowy w Ełku,19-300,Ełk,Wojska Polskiego,67,Ełk,"(87) 610-41-00, (87) 610-55-35, (87) 621-65-54, (87) 610-39-92",(87) 521-30-69,us.elk@mf.gov.pl,2806,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-elku
warmińsko-mazurskie,US,Urząd Skarbowy w Giżycku,11-500,Giżycko,Tadeusza Kościuszki,15,Giżycko,(87) 429-93-00,(87) 428-35-07,us.gizycko@mf.gov.pl,2807,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-gizycku
warmińsko-mazurskie,US,Urząd Skarbowy w Iławie,14-200,Iława,Wojska Polskiego,26,Iława,(89) 649-14-00,(89) 649-14-40,us.ilawa@mf.gov.pl,2808,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ilawie
warmińsko-mazurskie,US,Urząd Skarbowy w Kętrzynie,11-400,Kętrzyn,Powstańców Warszawy,13,Kętrzyn,(89) 751-78-00,(89) 751-78-01,us.ketrzyn@mf.gov.pl,2809,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ketrzynie
warmińsko-mazurskie,US,Urząd Skarbowy w Nidzicy,13-100 ,Nidzica,Żeromskiego,11,Nidzica,(89) 523-18-00,(89) 523-18-01,us.nidzica@mf.gov.pl,2810,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nidzicy
warmińsko-mazurskie,US,Urząd Skarbowy w Nowym Mieście Lubawskim,13-300 ,Nowe Miasto Lubawskie,Działyńskich,3,Nowe Miasto Lubawskie,(56) 472-62-79,(56) 472-62-80,us.nowe-miasto-lubawskie@mf.gov.pl,2811,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-nowym-miescie-lubawskim
warmińsko-mazurskie,US,Urząd Skarbowy w Olecku,19-400 ,Olecko,Wojska Polskiego ,7,Olecko,(87) 629-42-00,(87) 629-42-43,us.olecko@mf.gov.pl,2812,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olecku
warmińsko-mazurskie,US,Urząd Skarbowy w Olsztynie,10-950,Olsztyn,Aleja Marszałka Józefa Piłsudskiego,59,Olsztyn,(89) 539-24-00,(89) 539-26-00,us.olsztyn@mf.gov.pl,2813,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-olsztynie
warmińsko-mazurskie,US,Urząd Skarbowy w Ostródzie,14-100,Ostróda,Olsztyńska  ,5B,Ostróda,(89) 640-71-00,(89) 640-71-06,us.ostroda@mf.gov.pl,2814,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-ostrodzie
warmińsko-mazurskie,US,Urząd Skarbowy w Piszu,12-200,Pisz,Okopowa  ,2,Pisz,87 423-35-16; 87 425-20-00,(87) 423-25-70,us.pisz@mf.gov.pl,2815,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-piszu
warmińsko-mazurskie,US,Urząd Skarbowy w Szczytnie,12-100,Szczytno,Warszawska  ,5,Szczytno,(89) 624-75-30,(89) 624-75-32,us.szczytno@mf.gov.pl,2816,www.warminsko-mazurskie.kas.gov.pl/urzad-skarbowy-w-szczytnie
warmińsko-mazurskie,WUS,Warmińsko-Mazurski Urząd Skarbowy w Olsztynie,10-408 ,Olsztyn,Lubelska ,37,Olsztyn,(89) 537-50-00,(89) 537-50-01,us.wmus@mf.gov.pl,2871,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-skarbowy-w-olsztynie
warmińsko-mazurskie,UCS,Warmińsko-Mazurski Urząd Celno-Skarbowy w Olsztynie,10-413,Olsztyn,Dworcowa ,1,Olsztyn,"89 539 72 68, ,89 539 70 10                                                      ",89 539 70 11,warminsko-mazurski.ucs@mf.gov.pl,378000,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,DUCS,Delegatura UCS w Olsztynie,10-421,Olsztyn,Składowa ,5,Olsztyn,89 538-74-00                                                                    ,89 538 74 59                                                                    ,sekretariat.ucs.371000@mf.gov.pl,371000,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Olsztynie,10-421,Olsztyn,Składowa ,5,Olsztyn,89 538 74 10; 89 538 75 02; 538 637 257; 538 637 256,89 538 47 59,sekretariat.oc.371010@mf.gov.pl,371010,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Korszach,11-430,Korsze,Dworcowa ,1A,Korsze,"89 754 26 00, 89 754 26 01, 89 754 26 02, 89 754 26 03, 89 754 26 04",89 754 09 34                                                                    ,sekretariat.oc.371020@mf.gov.pl,371020,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Bezledach,11-200,Bezledy,-,-,Bartoszyce,"89 761 45 00, 89 761 45 40","89 761 45 04, 89 754 45 05",sekretariat.oc.371030@mf.gov.pl,371030,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Bartoszycach,11-200,Bartoszyce,Zbożowa ,8,Bartoszyce,89 761 78 80                                                    ,89 764 04 13                                                                    ,sekretariat.oc.371040@mf.gov.pl,371040,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Ełku,19-300,Ełk,Krzemowa,1,Ełk,87 621 80 74                                                                    ,87 610 83 83                                                                    ,sekretariat.oc.371050@mf.gov.pl,371050,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Gołdapi,19-500,Gołdap,Gumbińska,-,Gołdap,"87 615 36 52, 87 629 09 00, 87  629 09 81",87 615 27 40                                                                    ,sekretariat.oc.371060@mf.gov.pl,371060,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,DUCS,Delegatura UCS w Elblągu,82-300,Elbląg,Warszawska ,129A,Elbląg,55 236-54-01                                                                    ,55 236 54 06                                                                    ,sekretariat.ucs.372000@mf.gov.pl,372000,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Elblągu,82-300,Elbląg,Warszawska ,129A,Elbląg,55 236 54 26; 55 236 54 25  ,-,sekretariat.oc.372010@mf.gov.pl,372010,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Braniewie,14-500,Braniewo,Królewiecka ,55,Braniewo,"55 243 01 88, 723 993 342",55 243 01 89                                                                    ,sekretariat.oc.372020@mf.gov.pl,372020,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Gronowie,14-500,Gronowo,-,-,Braniewo,"55 230 56 52, 55 230 56 71",-,sekretariat.oc.372030@mf.gov.pl,372030,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Iławie,14-200,Iława,Lubawska ,12,Iława,"89 640 70 83, 89 640 70 51",89 648 50 09                                                                    ,sekretariat.oc.372040@mf.gov.pl,372040,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
warmińsko-mazurskie,OC,Oddział Celny w Grzechotkach,14-500,Grzechotki,-,-,Braniewo,"55 221 15 20, 55 221 15 12, 55 221 16 67",55 221 16 03                                                                    ,sekretariat.oc.372050@mf.gov.pl,372050,www.warminsko-mazurskie.kas.gov.pl/warminsko-mazurski-urzad-celno-skarbowy-w-olsztynie
wielkopolskie,IAS,Izba Administracji Skarbowej w Poznaniu,61-501,Poznań,Dolna Wilda,80A,Poznań,(61) 858-61-00,(61) 852-22-24,kancelaria.ias.poznan@mf.gov.pl,3001,www.wielkopolskie.kas.gov.pl
wielkopolskie,US,Urząd Skarbowy w Czarnkowie,64-700,Czarnków,Wodna,8,Czarnków,(67) 222-49-99,(67) 222-49-98,us.czarnkow@mf.gov.pl,3002,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-czarnkowie
wielkopolskie,US,Urząd Skarbowy w Gnieźnie,62-200,Gniezno,Spichrzowa ,4,Gniezno,(61) 423-77-00,(61) 423-77-17,us.gniezno@mf.gov.pl,3003,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-gnieznie
wielkopolskie,US,Urząd Skarbowy w Gostyniu,63-800,Gostyń,Lipowa ,2,Gostyń,(65) 572-35-33,(65) 572-37-24,us.gostyn@mf.gov.pl,3004,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-gostyniu
wielkopolskie,US,Urząd Skarbowy w Grodzisku Wielkopolskim,62-065,Grodzisk Wielkopolski,Chopina ,7,Grodzisk Wielkopolski,(61) 442-64-00,(61) 442-64-40,us.grodzisk-wielkopolski@mf.gov.pl,3005,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-grodzisku-wielkopolskim
wielkopolskie,US,Urząd Skarbowy w Jarocinie,63-200,Jarocin,Tadeusza Kościuszki ,21,Jarocin,(62) 505-60-10,(62) 505-60-29,us.jarocin@mf.gov.pl,3006,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-jarocinie
wielkopolskie,US,Pierwszy Urząd Skarbowy w Kaliszu,62-800,Kalisz,Wrocławska ,12,Kalisz,(62) 768-17-00,(62) 768-18-55,1us.kalisz@mf.gov.pl,3007,www.wielkopolskie.kas.gov.plpierwszy-/urzad-skarbowy-w-kaliszu
wielkopolskie,US,Drugi Urząd Skarbowy w Kaliszu,62-800,Kalisz,Fabryczna,1a,Kalisz,(62) 767-20-51,(62) 757-68-19,2us.kalisz@mf.gov.pl,3008,www.wielkopolskie.kas.gov.pl/drugi-urzad-skarbowy-w-kaliszu
wielkopolskie,US,Urząd Skarbowy w Kępnie,63-600,Kępno,Rynek ,4,Kępno,(62) 782-93-00,(62) 782-93-20,us.kepno@mf.gov.pl,3009,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-kepnie
wielkopolskie,US,Urząd Skarbowy w Kole,62-600,Koło,Bolesława Prusa ,10,Koło,(63) 262-85-00,(63) 262-85-50,us.kolo@mf.gov.pl,3010,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-kole
wielkopolskie,US,Urząd Skarbowy w Koninie,62-510,Konin,Zakładowa ,7A,Konin,(63) 245-68-77,(63) 245-68-71,us.konin@mf.gov.pl,3011,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-koninie
wielkopolskie,US,Urząd Skarbowy w Kościanie,64-000,Kościan,Młyńska ,5,Kościan,(65) 512-28-44,,us.koscian@mf.gov.pl,3012,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-koscianie
wielkopolskie,US,Urząd Skarbowy w Krotoszynie,63-700,Krotoszyn,Polna ,32,Krotoszyn,(62) 725-19-00,(62) 725-19-01,us.krotoszyn@mf.gov.pl,3013,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-krotoszynie
wielkopolskie,US,Urząd Skarbowy w Lesznie,64-100,Leszno,Adama Mickiewicza ,7,Leszno,(65) 525-83-00,,us.leszno@mf.gov.pl,3014,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-lesznie
wielkopolskie,US,Urząd Skarbowy w Międzychodzie,64-400,Międzychód,Marszałka Piłsudskiego ,2,Międzychód,(95) 748-20-08,,us.miedzychod@mf.gov.pl,3015,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-miedzychodzie
wielkopolskie,US,Urząd Skarbowy w Nowym Tomyślu,64-300,Nowy Tomyśl,Kolejowa ,38,Nowy Tomyśl,(61) 295-68-00,(61) 442-38-41,us.nowy-tomysl@mf.gov.pl,3016,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-nowym-tomyslu
wielkopolskie,US,Urząd Skarbowy w Ostrowie Wielkopolskim,63-400,Ostrów Wielkopolski,Chłapowskiego ,45,Ostrów Wielkopolski,(62) 595-51-00,(62) 595-52-50,us.ostrow-wielkopolski@mf.gov.pl,3017,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-ostrowie-wielkopolskim
wielkopolskie,US,Urząd Skarbowy w Ostrzeszowie,63-500,Ostrzeszów,Władysława Grabskiego ,1,Ostrzeszów,(62) 587-03-00,(62) 586-00-11,us.ostrzeszow@mf.gov.pl,3018,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-ostrzeszowie
wielkopolskie,US,Urząd Skarbowy w Pile,64-920,Piła,Kossaka ,106,Piła,(67) 352-60-00,(67) 351-26-96,us.pila@mf.gov.pl,3019,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-pile
wielkopolskie,US,Urząd Skarbowy Poznań - Grunwald,60-179,Poznań,Mariana Smoluchowskiego ,1,Poznań,(61) 664-40-00,(61) 664-40-37,us.poznan-grunwald@mf.gov.pl,3020,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-grunwald
wielkopolskie,US,Urząd Skarbowy Poznań - Jeżyce,61-845,Poznań,Strzelecka,2/6,Poznań,(61) 647-18-00,(61) 647-19-21,us.poznan-jezyce@mf.gov.pl,3021,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-jezyce
wielkopolskie,US,Urząd Skarbowy Poznań - Nowe Miasto,60-965,Poznań,Dezyderego Chłapowskiego,17/18,Poznań,(61) 873-03-00,(61) 874-71-10,us.poznan.nowe-miasto@mf.gov.pl,3022,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-nowe-miasto
wielkopolskie,US,Pierwszy Urząd Skarbowy w Poznaniu,61-501,Poznań,Dolna Wilda,80,Poznań,(61) 657-87-87,(61) 651-25-10,1us.poznan@mf.gov.pl,3023,www.wielkopolskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-poznaniu
wielkopolskie,US,Urząd Skarbowy Poznań - Winogrady,60-685,Poznań,Zygmunta Wojciechowskiego ,3/5,Poznań,(61) 827-01-00,(61) 827-01-01,us.poznan-winogrady@mf.gov.pl,3025,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-winogrady
wielkopolskie,US,Urząd Skarbowy Poznań - Wilda,61-501,Poznań,Dolna Wilda,80B,Poznań,(61) 832-88-00,(61) 833-38-12,us.poznan-wilda@mf.gov.pl,3026,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-poznan-wilda
wielkopolskie,US,Urząd Skarbowy w Rawiczu,63-900,Rawicz,Stanisława Staszica ,4,Rawicz,(65) 546-61-00,,us.rawicz@mf.gov.pl,3027,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-rawiczu
wielkopolskie,US,Urząd Skarbowy w Słupcy,62-400,Słupca,Wspólna ,1,Słupca,(63) 274-39-60,(63) 274-39-75,us.slupca@mf.gov.pl,3028,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-slupcy
wielkopolskie,US,Urząd Skarbowy w Szamotułach,64-500,Szamotuły,Bolesława Chrobrego ,17A,Szamotuły,(61) 292-06-14,,us.szamotuly@mf.gov.pl,3029,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-szamotulach
wielkopolskie,US,Urząd Skarbowy w Śremie,63-100,Śrem,Wojska Polskiego ,12,Śrem,(61) 283-65-01,(61) 283-67-44,us.srem@mf.gov.pl,3030,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-sremie
wielkopolskie,US,Urząd Skarbowy w Środzie Wielkopolskiej,63-000,Środa Wielkopolska,Harcerska ,2,Środa Wielkopolska,(61) 285-80-91,(61) 286-79-17,us.sroda-wielkopolska@mf.gov.pl,3031,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-srodzie-wielkopolskiej
wielkopolskie,US,Urząd Skarbowy w Turku,62-700,Turek,Konińska ,1,Turek,(63) 280-44-44,(63) 278-83-30,us.turek@mf.gov.pl,3032,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-turku
wielkopolskie,US,Urząd Skarbowy w Wągrowcu,62-100,Wągrowiec,Kościuszki,19A,Wągrowiec,(67) 268-11-00,(67) 268-11-63,us.wagrowiec@mf.gov.pl,3033,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wagrowcu
wielkopolskie,US,Urząd Skarbowy w Wolsztynie,64-200,Wolsztyn,Dworcowa ,15,Wolsztyn,(68) 347-55-00,(68) 347-55-38,us.wolsztyn@mf.gov.pl,3034,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wolsztynie
wielkopolskie,US,Urząd Skarbowy we Wrześni,62-300,Września,Warszawska ,26,Września,(61) 435-91-00,(61) 435-91-06,us.wrzesnia@mf.gov.pl,3035,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-wrzesni
wielkopolskie,US,Urząd Skarbowy w Złotowie,77-400,Złotów,Al. Piasta,25,Złotów,(67) 263-54-20,,us.zlotow@mf.gov.pl,3036,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-zlotowie
wielkopolskie,US,Urząd Skarbowy w Chodzieży,64-800,Chodzież,Ofiar Gór Morzewskich ,1,Chodzież,(67) 281-26-00,(67) 281-26-01,us.chodziez@mf.gov.pl,3037,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-chodziezy
wielkopolskie,US,Urząd Skarbowy w Obornikach,64-600,Oborniki,Rynek ,4,Oborniki,(61) 297-54-00,(61) 297-54-01,us.oborniki@mf.gov.pl,3038,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-obornikach
wielkopolskie,US,Urząd Skarbowy w Pleszewie,63-300,Pleszew,M. Bogusza,6,Pleszew,(62) 508-17-77,(62) 508-17-89,us.pleszew@mf.gov.pl,3039,www.wielkopolskie.kas.gov.pl/urzad-skarbowy-w-pleszewie
wielkopolskie,WUS,Pierwszy Wielkopolski Urząd Skarbowy w Poznaniu,61-726,Poznań,pl. Cyryla Ratajskiego,5,Poznań,(61) 225-45-50,(61) 225-46-58,1.wielkopolski.us@mf.gov.pl,3071,www.wielkopolskie.kas.gov.pl/pierwszy-wielkopolski-urząd-skarbowy-w-poznaniu
wielkopolskie,WUS,Drugi Wielkopolski Urząd Skarbowy w Kaliszu,62-800,Kalisz,Fabryczna,1A,Kalisz,(62) 768-20-20,(62) 768-20-40,2.wielkopolski.us@mf.gov.pl,3072,www.wielkopolskie.kas.gov.pl/drugi-wielkopolski-urząd-skarbowy-w-kaliszu
wielkopolskie,UCS,Wielkopolski Urząd Celno-Skarbowy w Poznaniu,61-037,Poznań,Krańcowa ,28,Poznań,(61) 658 35 00; (61) 658 35 01                  ,(61) 658 35 18,wielkopolski.ucs@mf.gov.pl,398000,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,DUCS,Delegatura UCS w Poznaniu,61-037,Poznań,Krańcowa ,28,Poznań,(61) 840 43 48,(61) 658 35 18,ucs.391000@mf.gov.pl,391000,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Poznaniu,60-449,Poznań,Wichrowa ,4,Poznań,(61) 848 80 71                                                    ,(61) 848 80 06,oc.391010@mf.gov.pl,391010,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny „MTP” w Poznaniu,60-734,Poznań,Głogowska ,14,Poznań,(61) 866 67 37,(61) 866 64 26,oc.391020@mf.gov.pl,391020,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny Port Lotniczy Poznań-Ławica,60-189,Poznań,Bukowska ,285,Poznań,(61) 862 38 00,(61) 862 38 20,oc.391030@mf.gov.pl,391030,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Gądkach,62-023,Gądki,Poznańska ,71,Gądki,(61) 817 11 55,(61) 817 05 82,oc.391040@mf.gov.pl,391040,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,DUCS,Delegatura UCS w Pile,64-920,Piła,Przemysłowa ,23,Piła,(67) 211 90 10,,ucs.392000@mf.gov.pl,392000,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Pile,64-920,Piła,Przemysłowa ,23,Piła,(67) 211 90 19,,oc.392010@mf.gov.pl,392010,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,DUCS,Delegatura UCS w Lesznie,64-100,Leszno,Dekana ,3,Leszno,"(65) 525 89 70, (65) 525 89 71",(65) 526 97 14,ucs.393000@mf.gov.pl,393000,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
wielkopolskie,OC,Oddział Celny w Lesznie,64-100,Leszno,Dekana ,3,Leszno,(65) 525 89 93,(65) 526 97 13,oc.393010@mf.gov.pl,393010,www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
