amenity,capacity,email,name,official_name,opening_hours,operator,operator:type,operator:website,phone,website,wheelchair
kindergarten,40,sekretariat@akuku-lekno.pl,Niepubliczny Żłobek A KUKU,Niepubliczny Żłobek A KUKU,Mo-Fr 6:30-17:00,"Med-luk milena ziemba, a kuku milena ziemba",private,www.akuku-lekno.pl,+48 691 615 876,https://www.akuku-lekno.pl,no
kindergarten,21,zlobek-male-tygryski@wp.pl,Prywatny Żłobek Małe Tygryski 2,Prywatny Żłobek Małe Tygryski 2,Mo-Fr 7:00-17:00,"Rena-Dars.S.C. Renata Juruś, Natalia Kąklewska, Ewelina Juruś",private,www.zlobek-tygryski.eu,+48 798 271 602,https://www.zlobek-tygryski.eu,no
kindergarten,25,danekdanuta111@gmail.com,Słonecznik II,Słonecznik II,Mo-Fr 06:30-16:30,Seskom sp. z o.o.,,,+48 792 313 256,https://,yes
kindergarten,25,montessori.szczecinek@gmail.com,Niepubliczny językowy żłobek montessori szczecinek,NIEPUBLICZNY JĘZYKOWY ŻŁOBEK MONTESSORI SZCZECINEK,Mo-Fr 06:30-16:30,Lakszmi Katarzyna Dwulit,private,,+48 513 454 316,https://,yes
kindergarten,14,przedszkoleklimontow@op.pl,Żłobek Gminny w Klimontowie,Żłobek Gminny w Klimontowie,Mo-Fr 6:30-16:30,Gmina Klimontów,public,klimontow.pl,+48 158 661 028,https://,no
kindergarten,24,spjaszczow@wp.pl,Gminny Żłobek Bajkowa Przystań w Jaszczowie,"Gminny Żłobek ""Bajkowa Przystań"" w Jaszczowie",Mo-Fr 06:00-16:00,Gmina Milejów,public,www.milejow.pl,+48 817 572 057,https://,yes
kindergarten,24,zlobek@spytkowice.net.pl,Publiczny Żłobek Jak u Mamy,"Publiczny Żłobek ""Jak u Mamy""",Mo-Fr 7:00-17:00,Gmina Spytkowice,public,,+48 338 791 887,https://,yes
childcare,18,ula-chilko@wp.pl,"Klubik malucha ,,u cioci uli urszula chilko","KLUBIK MALUCHA ,,U CIOCI ULI"" URSZULA CHILKO",Mo-Fr 06:30-16:00,Klubik malucha u cioci uli urszula chilko,,WWW.KLUBIKUULI.PL,+48 795 900 284,https://www.klubikuuli.pl,no
kindergarten,16,biuro@formemontessori.pl,4me Montessori,4me Montessori,Mo-Fr 07:00-17:00,A&M Sp. z o.o.,,www.formemontessori.pl,+48 508 081 471,https://www.formemontessori.pl,no
kindergarten,14,magdalena.mankowska85@wp.pl,Klub Malucha Akademia Malucha Magdalena Mańkowska,Klub Malucha Akademia Malucha Magdalena Mańkowska,Mo-Fr 06:30-16:00,Magdalena Mańkowska,,www.facebook.com/akademiamaluchabielsk/,+48 795 592 034,https://,no
kindergarten,61,m.gaponik@przedszkolekogut.pl,Żłobek KOGUT,Żłobek KOGUT,Mo-Fr 6:30-17:00,Rino Rino Sp. z o. o.,,www.przedszkolekogut.pl,+48 519 024 024,https://www.przedszkolekogut.pl,no
kindergarten,32,wilanow@tuptu.pl,Niepubliczny Żłobek TUPTU Wilanów,Niepubliczny Żłobek TUPTU Wilanów,Mo-Fr 07:00-18:00,TUPTU Spółka z ograniczoną odpowiedzialnością,private,www.tuptu.pl,+48 730 670 673,https://,no
childcare,32,gopscekow@post.pl,Klub Dziecięcy Nr 1 w Cekowie-Kolonii,Klub Dziecięcy Nr 1 w Cekowie-Kolonii,Mo-Fr 6:30-16:00,Gmina Ceków-Kolonia,public,www.cekow.pl,+48 627 631 088,https://,yes
kindergarten,36,kontakt@krakowminimini.pl,Żłobek Mini Mini,Żłobek Mini Mini,Mo-Sa 06:30-18:00,Mini Mini Żłobki i Przedszkola Katarzyna Cybruch  Spółka Jawna,,krakowminimini.pl,+48 794 394 894,https://krakowminimini.pl,yes
kindergarten,17,krzyskow.g@gmail.com,Niepubliczny tatusiowy żłobek,NIEPUBLICZNY TATUSIOWY ŻŁOBEK,Mo-Fr 06:00-16:00,Biuro Podróży AGRICOLA Grzegorz Krzyśków,private,,+48 604 519 730,https://,no
childcare,16,klub@radzynchelminski.eu,Klub Dziecięcy w Radzyniu Chełmińskim,Klub Dziecięcy w Radzyniu Chełmińskim,Mo-Fr 6:30-16:00,Gmina Miasto i Gmina Radzyń Chełmiński,public,www.radzynchelminski.eu,+48 733 420 900,https://,yes
childcare,8,magdawo1@wp.pl,Klub Malucha OKRUSZEK Magdalena Wójcik,"Klub Malucha ""OKRUSZEK"" Magdalena Wójcik",Mo-Fr 7:00-16:00,Klub Malucha OKRUSZEK Magdalena Wójcik,,,+48 505 076 252,https://,no
childcare,16,ptec@o2.pl,Klub Malucha Olimpijczyk,Klub Malucha Olimpijczyk,Mo-Fr 07:00-17:00,"Centrum Edukacji, Sportu i Terapii Olimpijczyk Spółka z Ograniczoną Odpowiedzialnością",,,,https://,yes
kindergarten,18,zyrafieucho@gmail.com,Niepubliczny Żłobek Żyrafie Ucho,"Niepubliczny Żłobek ""Żyrafie Ucho""",Mo-Fr 07:00-17:00,Niepubliczny Żłobek Żyrafie Ucho Joanna Janicka,private,www.zyrafieucho.pl,+48 723 518 122,https://www.zyrafieucho.pl,yes
kindergarten,25,akademia_smyka@wp.pl,Żłobek Niepubliczny Akademia Smyka II,Żłobek Niepubliczny Akademia Smyka II,Mo-Fr 7:00-16:00,Przedszkole Niepubliczne Akademia Smyka Renata Szostak,private,www.akademia-smyka.cba.pl,+48 500 068 769,https://akademia-smyka.cba.pl,no
kindergarten,28,zlobek.chelmza@gmail.com,Żłobek Niepubliczny Hula Hop,Żłobek Niepubliczny Hula Hop,Mo-Fr 7:00-17:00,Odyseja Edukacjo Sp. z o.o.,private,www.maluchwtoruniu.pl,+48 732 824 224,https://,no
childcare,16,happykids@gminaksiazki.pl,Gminny Klub Dziecięcy Happy Kids,Gminny Klub Dziecięcy Happy Kids,Mo-Fr 6:30-16:30,Gmina Książki,public,https://www.gminaksiazki.pl/,+48 732 733 716,https://,yes
kindergarten,22,zlobek@brzeznica.pl,Publiczny Żłobek w Chrząstowicach,Publiczny Żłobek w Chrząstowicach,Mo-Fr 7:00-16:00,Gmina Brzeźnica,public,www.brzeznica.pl,+48 338 792 029,https://www.kącikdlamaluszka.pl,no
kindergarten,23,zlobek@bajka-konarzewo.pl,Żłobek BAJKA,"Żłobek ""BAJKA""",Mo-Fr 06:30-17:00,Żłobek BAJKA - Romana Michniewicz-Ekert,,bajka-konarzewo.pl,+48 889 372 546,https://bajka-konarzewo.pl,no
kindergarten,25,calineczka.beata12@gmail.com,"Prywatny Żłobek ,,Calineczka","Prywatny Żłobek ,,Calineczka""",Mo-Fr 6:00-18:00,"Prywatny Żłobek Calineczka, Beata Czajczyńska",private,,+48 501 447 213,https://,no
kindergarten,25,biuro@zlobekwasilkow.pl,Niepubliczny żłobek minimontessori,NIEPUBLICZNY ŻŁOBEK MINIMONTESSORI,Mo-Fr 6:30-17:00,Magdalena karpowicz,private,www.zlobekwasilkow.pl,+48 510 637 410,https://www.zlobekwasilkow.pl,no
kindergarten,32,kontakt@zlobekbelchatow.pl,Niepubliczny Żłobek Mali Giganci,"Niepubliczny Żłobek ""Mali Giganci""",Mo-Fr 6:15-17:00,Sqoolio milena olejnik,private,www.zlobekbelchatow.pl,+48 502 313 011,https://www.zlobekbelchatow.pl,no
childcare,20,cus@szczaniec.pl,Klub dziecięcy Emilkowo,Klub dziecięcy Emilkowo,Mo-Fr 06:30-15:30,Urząd gminy szczaniec,public,,+48 512 344 669,https://www.opsszcz.samorzad.pl,yes
kindergarten,40,happyfeet.biezanowska@gmail.com,Niepubliczny Żłobek Happy Feet,Niepubliczny Żłobek Happy Feet,Mo-Fr 7:00-17:00,Aeg spółka z ograniczoną odpowiedzialnością,private,,+48 505 369 035,https://happyfeet-krakow.pl/,yes
kindergarten,32,sekretariat@nubo.edu.pl,Żłobek NUBO II,Żłobek NUBO II,Mo-Fr 06:30-17:30,Fundacja SPIN,,www.fundacja-spin.pl,+48 572 227 716,https://www.nubo.edu.pl,no
childcare,20,tk.mniow@interia.pl,Samorządowy Klub Dziecięcy Tęczowa Kraina,Samorządowy Klub Dziecięcy Tęczowa Kraina,Mo-Sa 7:00-17:00,Gmina Mniów,public,,+48 413 737 018,https://,yes
kindergarten,18,harmonijkaolsztyn@gmail.com,Żłobek i opieka dzienna HARMONIJKA,Żłobek i opieka dzienna HARMONIJKA,Mo-Fr 6:30-16:30,Żłobek i opieka dzienna HARMONIJKA S.C.,,,+48 665 539 696,https://,no
kindergarten,48,cmelfiki@gmail.com,Niepubliczny Żłobek Elfiki na Białołęce,Niepubliczny Żłobek Elfiki na Białołęce,Mo-Fr 07:00-18:00,Centrum maluszka ewa korzybska,private,http://zlobek.elfiki.edu.pl/,+48 697 170 220,https://,yes
kindergarten,45,sekretariat@nubo.edu.pl,Żłobek nubo i,ŻŁOBEK NUBO I,Mo-Fr 06:30-17:30,Fundacja Międzynarodowy Instytut Rozwoju,,www.instytutrozwoju.pl,+48 511 313 218,https://www.nubo.edu.pl,no
childcare,32,gopscekow@post.pl,Klub Dziecięcy nr 2 w Kamieniu,Klub Dziecięcy nr 2 w Kamieniu,Mo-Fr 7:00-16:00,Gmina Ceków-Kolonia,public,www.cekow.pl,+48 627 631 475,https://www.cekow.pl,yes
kindergarten,53,info@reha-centrum.pl,Specjalistyczny Żłobek Rehabilitacyjny Promyczek,"Specjalistyczny Żłobek Rehabilitacyjny ""Promyczek""",Mo-Fr 6:30-17:00,NZOZ Reha-Centrum Spółka z ograniczoną odpowiedzialnością,,www.zlobek-promyczek.pl,+48 883 200 334,https://www.zlobek-promyczek.pl,yes
kindergarten,30,zlobekalpido@gmail.com,Żłobek niepubliczny alpido,ŻŁOBEK NIEPUBLICZNY ALPIDO,Mo-Fr 06:30-16:30,Alpido kids,private,www.alpido.eu,+48 604 238 767,https://www.alpido.eu,no
kindergarten,25,dyrektor@przedszkole14.lomza.pl,Miejski Żłobek Nr 3,Miejski Żłobek Nr 3,Mo-Fr 06:30-16:30,Miasto Łomża,public,,+48 862 188 552,https://,yes
kindergarten,64,kontakt@zlobekpierwszekroki.pl,Żłobek Pierwsze Kroki Agnieszka Szczepańska,Żłobek Pierwsze Kroki Agnieszka Szczepańska,Mo-Fr 06:30-16:30,Żłobek Pierwsze Kroki Agnieszka Szczepańska,,www.zlobekpierwszekroki.pl,+48 600 310 860,https://www.zlobekpierwszekroki.pl,yes
kindergarten,30,boguslawadar@interia.pl,Niepubliczny Żłobek Integracyjny Wesołe Krasnoludki,"Niepubliczny Żłobek Integracyjny ""Wesołe Krasnoludki""",Mo-Fr 6:00-18:00,Re Bud Firma Usługowa Bogusława Darowska,private,http://skrzatek.eu/,+48 602 280 814,https://skrzatek.eu,yes
kindergarten,60,gubinska@zlobekelfiki.pl,Elfiki,ELFIKI,,Żłobki Elfiki Warzywoda sp. k.,,zlobekelfiki.pl,+48 506 414 508,https://www.zlobekelfiki.pl,no
kindergarten,21,tusietuli@gmail.com,Niepubliczny Żłobek Tusietuli,"Niepubliczny Żłobek ""Tusietuli""",Mo-Fr 07:00-17:30,TUSIETULI Sp. z o.o.,private,www.tusietuli.pl,+48 506 934 503,https://www.tusietuli.pl,no
kindergarten,44,bajkowakraina.sierakow@gmail.com,Prywatny Żłobek Bajkowa Kraina,Prywatny Żłobek Bajkowa Kraina,Mo-Fr 07:00-17:00,Uniperfekt - monika kandulska,private,bajkowakraina46.pl,+48 533 603 932,https://bajkowakraina46.pl,no
childcare,25,akademia.malucha@zdz.poznan.pl,Akademia Malucha,Akademia Malucha,Mo-Fr 07:00-17:00,Zakład Doskonalenia Zawodowego,,http://www.zdz.com.pl/o-projekcie-14/,+48 571 229 307,https://www.facebook.com/Akademia-Malucha-353209512510713,yes
kindergarten,44,zlobek@babycollege.edu.pl,Niepubliczny Żłobek Baby College Active,Niepubliczny Żłobek Baby College Active,Mo-Fr 07:00-17:00,Dominika Janas-Pach,private,babycollege.edu.pl,+48 531 151 131,https://babycollege.edu.pl,yes
childcare,12,maluszek@dabie.pl,Klub Dziecięcy Maluszek,"Klub Dziecięcy ""Maluszek""",Mo-Fr 6:30-16:30,Gmina Dąbie,public,www.dabie.pl,+48 688 886 001,https://www.dabie.pl,yes
kindergarten,56,sekretariat@norlandia.pl,Żłobek Niepubliczny Norlandia,Żłobek Niepubliczny Norlandia,Mo-Fr 6:30-18:00,Norlandia polska spółka z ograniczoną odpowiedzialnością,private,www.norlandiaprzedszkola.pl,+48 502 458 426,https://www.sielska.norlandiaprzedszkola.pl,no
kindergarten,24,dyrektor.leczna@misietulisie.edu.pl,Misie Tulisie Łęczna,Misie Tulisie Łęczna,Mo-Fr 06:30-16:30,Polskie towarzystwo edukacyjne spółka z ograniczoną odpowiedzialnością,,,+48 576 941 842,https://www.misietulisie.edu.pl,no
childcare,18,jasimalgosia@autograf.pl,Małe Przedszkole Jaś i Małgosia,Małe Przedszkole Jaś i Małgosia,Mo-Fr 06:30-16:00,Antonina Głowacka Przedszkole Niepubliczne Jaś i Małgosia,,http://jasimalgosia-przedszkole.pl/zlobek/,+48 512 950 365,https://www.jasimalgosia-przedszkole.pl,no
childcare,18,biuro@nostribimbi.pl,Klub Dziecięcy Nostri Bimbi,Klub Dziecięcy Nostri Bimbi,Mo-Fr 7:00-17:00,Małgorzata Kapela Nostri Bimbi,,www.nostribimbi.pl,+48 784 315 892,https://www.nostribimbi.pl,no
kindergarten,25,celinab@wp.pl,Żłobek Jarzębinki,"""Żłobek Jarzębinki""",Mo-Fr 06:30-16:30,Lucyna Maślanka,,,+48 509 451 264,https://,yes
childcare,25,kasia.majkutewicz@wp.pl,Klub Dziecięcy Pierwsze Kroki w Kazimierzu Dolnym,Klub Dziecięcy Pierwsze Kroki w Kazimierzu Dolnym,,Dariusz Osiak Biuro Przygotowywania Projektów i Zarządzania Funduszami UE,,www.biuroprojektow.pulawy.pl,+48 608 344 020,https://www.biuroprojektow.pulawy.pl,yes
kindergarten,26,info@zdobywcyswiata.edu.pl,Żłobek Zdobywcy Świata,"Żłobek ""Zdobywcy Świata""",Mo-Fr 06:00-18:00,Aleksandra Pawełczyk,,www.zdobywcyswiata.edu.pl,+48 530 570 370,https://www.zdobywcyswiata.edu.pl,yes
kindergarten,30,beata.paczesna@wp.pl,Żłobek Niepubliczny Stokrotka,Żłobek Niepubliczny Stokrotka,Mo-Fr 6:30-16:30,Beata Paczesna,private,,+48 722 304 600,https://,no
kindergarten,64,szopa.piotrek@gmail.com,Niepubliczny Żłobek Fair Play Barnehage,Niepubliczny Żłobek Fair Play Barnehage,Mo-Fr 07:00-18:00,Barnehage s.c.,private,https://przedszkolefairplay.info.pl/wieliczka-czarnochowice/,+48 734 426 719,https://przedszkolefairplay.info.pl/wieliczka-czarnochowice/,yes
kindergarten,75,dyrektor.zlobek2@gmail.com,Żłobek Miejski Nr 2 w Gnieźnie,Żłobek Miejski Nr 2 w Gnieźnie,Mo-Fr 5:30-16:30,Miasto Gniezno,public,www.gniezno.eu,+48 612 216 521,https://,yes
kindergarten,95,szczesliwymaluch@op.pl,Żłobek Szczęśliwych Maluchów Anna Głogowska-Maj,Żłobek Szczęśliwych Maluchów Anna Głogowska-Maj,Mo-Fr 07:00-17:00,Anna Głogowska-Maj Żłobek Szczęśliwych Maluchów,,www.szczesliwymaluch.pl,+48 506 729 261,https://www.szczesliwymaluch.pl,yes
kindergarten,50,akademiadziecka2014@gmail.com,Niepubliczny Żłobek Akademia Malucha,Niepubliczny Żłobek Akademia Malucha,Mo-Fr 6:30-16:30,Aneta Tempka,private,,+48 727 605 577,https://,yes
kindergarten,35,zlobek.pierwszekroczki.kliny@gmail.com,Niepubliczny Żłobek Pierwsze Kroczki,Niepubliczny Żłobek Pierwsze Kroczki,Mo-Fr 07:00-17:30,"Centrum Twórczej Edukacji  Marta Młynarczyk, Renata Hajduga-Małysa s.c.",private,www.zlobekpierwszekroczki.pl,+48 668 437 820,https://www.zlobekpierwszekroczki.pl,no
kindergarten,62,zm3@zm3.bedzin.pl,Żłobek Miejski nr 3 w Będzinie,Żłobek Miejski nr 3 w Będzinie,Mo-Fr 6:00-16:00,Gmina Będzin,public,www.bedzin.pl,+48 327 758 444,https://www.zm3.bedzin.pl,no
kindergarten,65,info@centrumrozwoju-ryki.pl,Żłobek-Centrum Edukacji  i Rozwoju dla Najmłodszych,Żłobek-Centrum Edukacji  i Rozwoju dla Najmłodszych,Mo-Fr 06:30-16:30,Comet Marcin Stachurski,,,+48 733 683 078,https://,yes
kindergarten,45,biuro@przedszkole.olesnica.pl,Żłobek U Kubusia Puchatka,"Żłobek ""U Kubusia Puchatka""",Mo-Fr 07:00-17:00,Euro Trend Sylwia Sendek,,www.przedszkole.olesnica.pl,+48 717 570 883,https://www.przedszkole.olesnica.pl,no
childcare,25,beethovena@a-kuku.com,Klub Dziecięcy A-KuKu,Klub Dziecięcy A-KuKu,Mo-Fr 06:30-17:30,A-KuKu Bis Sp. z o.o.,,www.a-kuku.com,+48 603 800 917,https://zlobek@a-kuku.com,no
kindergarten,41,wesolemotylki@op.pl,Niepubliczny Żłobek Wesołe Motylki II,Niepubliczny Żłobek Wesołe Motylki II,Mo-Fr 06:30-17:30,JUSTXU Sp. z o.o,private,www.wesole-motylki.pl,+48 735 399 370,https://,no
childcare,12,jan.podedworny@udanin.pl,Klub Dziecięcy Wesołe Elfy w Ujeździe Górnym,"Klub Dziecięcy ""Wesołe Elfy"" w Ujeździe Górnym",Mo-Fr 06:30-16:30,Gmina Udanin,public,udanin.pl,+48 768 709 299,https://,yes
kindergarten,78,MONBAN@POCZTA.FM,Żłobek  filip i maja,"ŻŁOBEK "" FILIP I MAJA """,Mo-Fr 6:30-17:00,Monika banyś,,WWW.FILIPMAJA.PL,+48 603 552 673,https://WWW.FILIPMAJA.PL,yes
kindergarten,16,baltima.poczta@gmail.com,Żłobek Baltima Montessori,Żłobek Baltima Montessori,Mo-Fr 06:30-17:00,Edukacja Artystyczna Baltima Anna Pietruszewska- Sarama,,,+48 579 809 896,https://,yes
childcare,30,wiolkaprzy@gmail.com,Klub Szczęśliwego Malucha,Klub Szczęśliwego Malucha,Mo-Fr 6:45-16:30,BEST LIFE Wioletta Przybylska,,,+48 607 590 505,https://www.klubszczesliwegomalucha.pl,no
kindergarten,120,happyfunzlobek@gmail.com,Żłobek happy fun,ŻŁOBEK HAPPY FUN,Mo-Fr 06:00-18:00,Firma Handlowo Usługowa GROMGAZ,,,+48 730 174 002,https://www.happy-fun.szkolnastrona.pl,yes
childcare,30,klubzydowo@czerniejewo.pl,Klub Dziecięcy Kolorowy Domek w Żydowie,"Klub Dziecięcy ""Kolorowy Domek"" w Żydowie",Mo-Fr 06:00-17:00,Gmina Czerniejewo,public,www.czerniejewo.pl,+48 609 487 244,https://www.klubdzieciecyzydowo.pl,no
kindergarten,23,kontakt@radosnegwiazdki.pl,RADOSNE GWIAZDKI - wyjątkowy żłobek,RADOSNE GWIAZDKI - wyjątkowy żłobek,Mo-Fr 6:30-17:00,CreActive Team Karolina Cala-Lewtak,,www.ca-team.pl,+48 883 488 555,https://www.radosnegwiazdki.pl,yes
kindergarten,95,kierownik@harmonymontessoripark.pl,Niepubliczny Żłobek Harmony Montessori Park,Niepubliczny Żłobek Harmony Montessori Park,Mo-Fr 07:30-17:30,Magical Places sp. z o.o.,private,,+48 885 140 150,https://www.harmonymontessoripark.pl,yes
kindergarten,30,tommar@autograf.pl,Żłobek Żółwik,Żłobek Żółwik,,TOMMAR SC T. Piechulski S. Piechulska,,www.zlobekzolwik.pl,+48 505 062 244,https://www.misjadziecko.com.pl/zlobekzolwik,no
kindergarten,43,ZLOBEKPSZCZOLKA@GMAIL.COM,Żłobek pszczółka miejsce twórczej edukacji filia,ŻŁOBEK PSZCZÓŁKA MIEJSCE TWÓRCZEJ EDUKACJI FILIA,Mo-Fr 6:30-17:00,Monika Kokowska,,,+48 665 782 455,https://,no
childcare,16,zlobek.zamekbierzglowski@gmail.com,Klub Dziecięcy Bajka,Klub Dziecięcy Bajka,Mo-Fr 06:30-16:30,Klub Dziecięcy Bajka - Karolina Martin,,www.zlobek-zamekbierzglowski.pl,+48 691 567 122,https://zlobek-zamekbierzglowski.pl,no
kindergarten,18,zlobek@mirow.pl,Żłobek Gminny w Mirowie,Żłobek Gminny w Mirowie,Mo-Fr 6:30-16:30,Gmina Mirów,public,www.mirow.pl,,https://,yes
childcare,8,krainamaluszka@zawichost.pl,Klub dziecięcy kraina maluszka,"KLUB DZIECIĘCY ""KRAINA MALUSZKA""",Mo-Fr 06:30-15:30,Gmina Zawichost,public,,+48 158 364 115,https://,no
kindergarten,25,renata@kolorowebaloniki.com,Niepubliczny Żłobek Kolorowe Baloniki,Niepubliczny Żłobek Kolorowe Baloniki,Mo-Fr 06:30-18:00,Kolorowe Baloniki Sp. z o.o.,private,kolorowebaloniki.com,+48 502 052 898,https://kolorowebaloniki.com,no
kindergarten,17,jarzebinka@jarzebinka.edu.pl,Niepubliczny Żłobek Jarzębinka,Niepubliczny Żłobek Jarzębinka,Mo-Fr 07:00-17:00,ANWENA Anna Pryzmont,private,jarzebinka.edu.pl,+48 500 600 700,https://jarzebinka.edu.pl,no
kindergarten,37,biuro@montessori-koszalin.pl,Niepubliczny Żłobek Montessori Mały Odkrywca,"Niepubliczny Żłobek Montessori ""Mały Odkrywca""",Mo-Fr 06:30-17:00,Zofia Krawiec,private,www.montessori-koszalin.pl,+48 796 668 988,https://www.montessori-koszalin.pl,no
kindergarten,40,MILOWAKRAINA@KAMIENMILOWY.ORG.PL,Żłobek milowa kraina,ŻŁOBEK MILOWA KRAINA,Mo-Fr 07:30-15:30,Łódzka Fundacja Rehabilitacji KAMIEŃ MILOWY,,KAMIENMILOWY.ORG.PL,+48 574 645 699,https://KAMIENMILOWY.ORG.PL,yes
kindergarten,15,jmajdak@o2.pl,Niepubliczny Żłobek Bąbelkowo,Niepubliczny Żłobek Bąbelkowo,Mo-Fr 07:00-17:00,Jolanta Majdak,private,www.zlobek-kamienica.pl,+48 604 088 524,https://www.zlobek-kamienica.pl,yes
kindergarten,30,zlobek.rajmaluszka1@gmail.com,RAJ MALUSZKA Joanna Koczor,RAJ MALUSZKA Joanna Koczor,Mo-Fr 06:30-16:30,Raj Maluszka Joanna Koczor,,,+48 502 608 211,https://,yes
kindergarten,30,kontakt@jupi-mokotow.pl,Niepubliczny żłobek o profilu żywieniowo-sportowym JUPI,Niepubliczny żłobek o profilu żywieniowo-sportowym JUPI,Mo-Fr 07:30-17:30,JUPI Sp. z.o.o,private,jupi-mokotow.pl,+48 668 807 588,https://jupi-mokotow.pl,no
kindergarten,35,lesnyzlobektuszyn@gmail.com,Leśny Żłobek,Leśny Żłobek,Mo-Fr 7:00-17:00,Edu - koncept spółka z ograniczoną odpowiedzialnością,,,+48 533 811 812,https://,yes
kindergarten,50,cezary@e-cezar.pl,Żłobek Radosne skrzaty,"Żłobek ""Radosne skrzaty""",Mo-Fr 06:45-17:00,Cezary Schiff,,radosnenutki.pl,+48 693 616 661,https://radosneskrzaty.pl,yes
kindergarten,45,centrumlesneludki@gmail.com,Żłobek Niepubliczny Leśne Ludki Jakub Wróblewski,Żłobek Niepubliczny Leśne Ludki Jakub Wróblewski,Mo-Fr 6:30-17:30,Jakub wróblewski,private,lesneludki.edu.pl,+48 510 631 021,https://lesneludki.edu.pl,yes
kindergarten,43,cezary@e-cezar.pl,Niepubliczny Żłobek Radosne nutki,"Niepubliczny Żłobek ""Radosne nutki""",Mo-Fr 06:30-18:00,Cezary Schiff,private,radosnenutki.pl,+48 693 105 726,https://radosnenutki.eu,yes
kindergarten,36,zlobekstefciolewcio@gmail.com,Żłobek Stefcio Lewcio,Żłobek Stefcio Lewcio,Mo-Fr 07:30-17:30,DMC Dąbrówka Mrozowska,,https://zlobekstefciolewcio.pl/,+48 602 514 995,https://www.stefciolewcio.pl,no
kindergarten,30,a.plusa@g.pl,Niepubliczny Tęczowy Żłobek,Niepubliczny Tęczowy Żłobek,Mo-Fr 06:30-17:00,Niepubliczne Tęczowe Przedszkole Agnieszka Płusa,private,www.przedszkole-teczowe.pl,+48 691 519 555,https://przedszkole-teczowe.pl,yes
kindergarten,28,zlobekkreatorek@o2.pl,Żłobek Kreatorek,Żłobek Kreatorek,Mo-Fr 6:30-16:30,Investgroup Dawid Janecki,,,+48 500 618 576,https://,no
kindergarten,15,e.jakubczyk2a@gmail.com,Żłobek Planeta Juniora 2,Żłobek Planeta Juniora 2,Mo-Fr 7:00-16:00,Anglojęzyczne Centrum Edukacji i Rozwoju Ewa Rybak,,www.planetajuniora.com.pl,+48 665 424 092,https://,yes
kindergarten,48,HUTNICZEK.ZAGLOWA@GMAIL.COM,Żłobek niepubliczny hutniczek,"ŻŁOBEK NIEPUBLICZNY ""HUTNICZEK""",Mo-Fr 06:30-18:00,Projekt edukacyjny sp. z o.o.,private,WWW.HUTNICZEK.COM.PL,+48 509 388 298,https://WWW.HUTNICZEK.PL,yes
kindergarten,15,anna.kiedrowska@gmail.com,Żłobek u Ani Anna Kiedrowska,"Żłobek ""u Ani"" Anna Kiedrowska",Mo-Fr 06:30-17:00,Żłobek i Klub Dziecięcy u Ani Anna Kiedrowska,,www.domoweprzedszkole24.pl,+48 600 072 570,https://www.domoweprzedszkole24.pl,no
kindergarten,18,j.matusiak@vp.pl,Niepubliczny Żłobek TUPTUŚ w Malanowie,Niepubliczny Żłobek TUPTUŚ w Malanowie,Mo-Fr 7:00-17:00,Joanna Matusiak,private,,+48 663 523 067,https://malanow.zlobektuptus.pl,no
kindergarten,129,zlobek4@mzz.resman.pl,Żłobek Nr 4 SASANKA,Żłobek Nr 4 SASANKA,Mo-Fr 06:00-17:00,Gmina miasto rzeszów,public,www.erzeszow.pl,+48 177 481 138,https://www.mzz.itl.pl,no
kindergarten,34,zlobek1.radomyslwielki@interia.pl,Niepubliczny Żłobek Radosny Maluszek,"Niepubliczny Żłobek ""Radosny Maluszek""",Mo-Fr 06:30-16:30,Stowarzyszenie nasza gmina,public,www.nasza-gmina.org,+48 146 820 705,https://www.nasza-gmina.org,yes
kindergarten,25,biuroakademiamalucha@gmail.com,Wpływ Natury - Leśny Żłobek,Wpływ Natury - Leśny Żłobek,Mo-Fr 06:30-17:00,Akademia Pływania Żabik Weronika Lipska,,wplywnatury.pl,+48 531 898 140,https://wplywnatury.pl,yes
kindergarten,36,bezrzecze@naszabajka.pl,Strefa kreatywnego rozwoju małego człowieka Nasza bajka,"Strefa kreatywnego rozwoju małego człowieka ""Nasza bajka""",Mo-Fr 6:45-17:00,Małgorzata Błaszkiewicz,,www.zlobek.naszabajka.pl,+48 789 310 080,https://bezrzecze.naszabajka.pl,yes
kindergarten,17,akademia.entliczek@gmail.com,Niepubliczny Żłobek Entliczek Pentliczek,Niepubliczny Żłobek Entliczek Pentliczek,Mo-Fr 06:30-17:00,Stowarzyszenie Przyszłość dla Podkarpacia,private,https://entliczek-pentliczek.net.pl/,+48 517 079 360,https://akademia-entliczek.pl/zlobek/,no
